Reynold,Mach,Alpha,cl,cd,cdp,cm
8958.0,0.1,8.299999999999999,0.41089999999999993,0.09765999999999998,0.07183,-0.0317
8958.0,0.1,8.6,0.42349999999999993,0.10061,0.07491,-0.0327
8958.0,0.1,8.9,0.436,0.10361,0.07806999999999999,-0.0338
8958.0,0.1,9.200000000000001,0.4482,0.10668,0.08128999999999999,-0.0348
8958.0,0.1,9.5,0.4604,0.10980999999999999,0.0846,-0.036
8958.0,0.1,9.799999999999999,0.47250000000000003,0.11299000000000001,0.08794999999999999,-0.037200000000000004
8958.0,0.1,10.1,0.4843,0.11623000000000001,0.09138,-0.0385
8958.0,0.1,10.4,0.49600000000000005,0.11955000000000002,0.09487999999999999,-0.0399
8958.0,0.1,10.7,0.5075,0.12292,0.09846,-0.0413
8958.0,0.1,11.0,0.5187,0.12635,0.10209999999999998,-0.0428
8958.0,0.1,11.299999999999999,0.5299,0.12985,0.10579000000000002,-0.0444
8958.0,0.1,11.6,0.5409,0.1334,0.10956,-0.04599999999999999
8958.0,0.1,11.9,0.5519,0.13705,0.11342,-0.0478
8958.0,0.1,12.200000000000001,0.5625,0.14074999999999996,0.11733000000000002,-0.04970000000000001
8958.0,0.1,12.5,0.5732,0.14449,0.12124999999999998,-0.0516
8958.0,0.1,12.799999999999999,0.5838,0.14826000000000003,0.12522,-0.053599999999999995
8958.0,0.1,13.1,0.5944166666666667,0.15210166666666666,0.12924666666666668,-0.05559999999999999
8958.0,0.1,13.400000000000002,0.6051000000000001,0.15598,0.13332,-0.05769999999999999
8958.0,0.1,13.700000000000001,0.6158,0.15988,0.1374,-0.0599
8958.0,0.1,14.0,0.6265,0.16376,0.14145,-0.062
8958.0,0.1,14.3,0.6374,0.16769,0.14556,-0.0642
8958.0,0.1,14.599999999999998,0.6484,0.17164,0.14965000000000003,-0.0665
8958.0,0.1,14.900000000000002,0.6595000000000001,0.17558999999999997,0.15375999999999998,-0.0687
8958.0,0.1,15.200000000000001,0.6706,0.17951000000000003,0.15784,-0.071
8958.0,0.1,15.5,0.6817000000000001,0.18345999999999998,0.16195,-0.0732
8958.0,0.1,15.8,0.693,0.18743,0.16607,-0.0755
8958.0,0.1,16.099999999999998,0.7042,0.1914,0.17018,-0.0778
8958.0,0.1,16.400000000000002,0.7156000000000001,0.19541,0.17433999999999997,-0.0802
8958.0,0.1,16.7,0.7298,0.20025,0.17935,-0.0832
8958.0,0.1,17.0,0.7584,0.20887999999999998,0.18824714285714284,-0.09019999999999999
8958.0,0.1,17.3,0.7811,0.21495,0.19454833333333332,-0.0954
8958.0,0.1,17.599999999999998,0.8007999999999998,0.22016166666666667,0.19995166666666664,-0.0997
8958.0,0.1,17.9,0.8199,0.22545,0.20542,-0.1036
8958.0,0.1,18.2,0.8371999999999999,0.2304,0.21054,-0.10700000000000001
8958.0,0.1,18.5,0.8523,0.23369,0.21398999999999999,-0.1099
8958.0,0.1,18.8,0.8680999999999999,0.23808,0.21854999999999997,-0.11279999999999998
8958.0,0.1,19.1,0.8842000000000001,0.24299999999999997,0.22363,-0.1157
8958.0,0.1,19.4,0.8989,0.24733999999999998,0.22810000000000002,-0.11840000000000002
8958.0,0.1,19.7,2.2415285714285718,0.19373142857142858,0.17866714285714289,-0.3782571428571429
12917.0,0.1,-10.0,-0.0937,0.10377,0.08802,-0.0366
12917.0,0.1,-9.7,-0.0843,0.10076,0.08505,-0.0374
12917.0,0.1,-9.4,-0.0752,0.09775,0.08207,-0.0381
12917.0,0.1,-9.1,-0.0663,0.09477,0.07913,-0.0389
12917.0,0.1,-8.5,-0.0492,0.08903,0.07348,-0.0401
12917.0,0.1,-8.2,-0.0412,0.08623,0.07072,-0.0406
12917.0,0.1,-7.9,-0.0334,0.08349,0.06803,-0.0411
12917.0,0.1,-7.6,-0.0914,0.08837,0.07334,-0.026
12917.0,0.1,-7.0,-0.1917,0.09319,0.07896,-0.0079
12917.0,0.1,-6.4,-0.2481,0.09166,0.07804,-0.0018
12917.0,0.1,-5.8,-0.2954,0.08828,0.0752,0.0034
12917.0,0.1,-5.5,-0.3208,0.08643,0.07364,0.0066
12917.0,0.1,-4.6,-0.3868,0.07892,0.06682,0.0136
12917.0,0.1,-4.3,-0.4011,0.07577,0.06381,0.0147
12917.0,0.1,-4.0,-0.4148,0.07245,0.06056,0.0152
12917.0,0.1,-3.7,-0.4187,0.06882,0.05694,0.0151
12917.0,0.1,-3.4,-0.41475,0.06509,0.05317,0.0149
12917.0,0.1,-3.1,-0.4072,0.06142,0.0494,0.0143
12917.0,0.1,-1.6,-0.1477,0.03975,0.02648,-0.0235
12917.0,0.1,-1.3,-0.1231,0.03914,0.02403,-0.0282
12917.0,0.1,-1.0,-0.099,0.03947,0.02321,-0.0286
12917.0,0.1,-0.4,-0.0561,0.04048,0.0227,-0.0276
12917.0,0.1,-0.1,-0.0355,0.04111,0.02274,-0.027
12917.0,0.1,0.19999999999999998,-0.015299999999999998,0.04182000000000001,0.022939999999999995,-0.026400000000000003
12917.0,0.1,0.5,0.0045,0.0426,0.02327,-0.025799999999999997
12917.0,0.1,0.7999999999999999,0.023999999999999997,0.04346,0.023740000000000004,-0.025299999999999996
12917.0,0.1,1.0999999999999999,0.0433,0.04441,0.02434,-0.024799999999999996
12917.0,0.1,1.4000000000000001,0.062,0.045430000000000005,0.02506,-0.0244
12917.0,0.1,1.7,0.0805,0.04655,0.02591,-0.023999999999999997
12917.0,0.1,2.0,0.09850000000000002,0.04775000000000001,0.026880000000000008,-0.0237
12917.0,0.1,2.3000000000000003,0.1161,0.049049999999999996,0.02797,-0.023499999999999997
12917.0,0.1,2.6,0.1333,0.05043999999999999,0.029189999999999997,-0.0234
12917.0,0.1,2.8999999999999995,0.15009999999999998,0.05192999999999999,0.030540000000000005,-0.0234
12917.0,0.1,3.1999999999999997,0.1665,0.053520000000000005,0.03200999999999999,-0.0234
12917.0,0.1,3.5,0.1822,0.05522,0.0336,-0.023499999999999997
12917.0,0.1,3.8000000000000003,0.1978,0.05702000000000001,0.03532,-0.0237
12917.0,0.1,4.1000000000000005,0.21300000000000002,0.058919999999999986,0.037160000000000006,-0.023999999999999997
12917.0,0.1,4.3999999999999995,0.228,0.06091999999999999,0.03911,-0.0244
12917.0,0.1,4.7,0.2424833333333333,0.06301,0.04116999999999999,-0.0248
12917.0,0.1,5.0,0.2568,0.06518166666666668,0.04333,-0.0252
12917.0,0.1,5.3,0.27099999999999996,0.06745,0.04558,-0.0258
12917.0,0.1,5.6000000000000005,0.2849,0.06978,0.047920000000000004,-0.026400000000000003
12917.0,0.1,5.8999999999999995,0.2988,0.0722,0.05036000000000001,-0.027
12917.0,0.1,6.200000000000001,0.3126,0.07469000000000002,0.052860000000000004,-0.0277
12917.0,0.1,6.5,0.3263,0.07725,0.055470000000000005,-0.028400000000000005
12917.0,0.1,6.799999999999999,0.33970000000000006,0.07987,0.05813999999999998,-0.0292
12917.0,0.1,7.1,0.3532,0.08257,0.06089,-0.03
12917.0,0.1,7.3999999999999995,0.36649999999999994,0.08530000000000001,0.06371,-0.030799999999999998
12917.0,0.1,7.700000000000001,0.3796,0.08811999999999999,0.06661,-0.0317
12917.0,0.1,8.0,0.3927999999999999,0.09101000000000001,0.06958625,-0.0326
12917.0,0.1,8.299999999999999,0.4057,0.09394999999999999,0.07262999999999999,-0.0335
12917.0,0.1,8.6,0.4184999999999999,0.09696000000000002,0.07575999999999998,-0.0345
12917.0,0.1,8.9,0.4310999999999999,0.10002999999999998,0.07897,-0.0356
12917.0,0.1,9.200000000000001,0.44350000000000006,0.10318000000000001,0.08225,-0.0367
12917.0,0.1,9.5,0.4558,0.10640000000000002,0.08560999999999999,-0.0378
12917.0,0.1,9.799999999999999,0.46790000000000004,0.10969,0.08905,-0.0391
12917.0,0.1,10.1,0.4798,0.11304142857142858,0.09258,-0.0404
12917.0,0.1,10.4,0.4914,0.11649,0.09619,-0.04170000000000001
12917.0,0.1,10.700000000000001,0.5029,0.12000999999999999,0.09989000000000002,-0.04320000000000001
12917.0,0.1,11.0,0.5140000000000001,0.12361,0.10367,-0.0447
12917.0,0.1,11.299999999999999,0.525,0.12729,0.10752000000000003,-0.0463
12917.0,0.1,11.6,0.5358999999999999,0.13105,0.11146,-0.047999999999999994
12917.0,0.1,11.9,0.5467,0.13491,0.11551,-0.0499
12917.0,0.1,12.200000000000001,0.5572,0.13883,0.11959,-0.0518
12917.0,0.1,12.5,0.5678,0.14279,0.12372000000000001,-0.05369999999999999
12917.0,0.1,12.799999999999999,0.5783,0.14679,0.12787,-0.05569999999999999
12917.0,0.1,13.1,0.589,0.15083166666666667,0.13208333333333333,-0.0578
12917.0,0.1,13.400000000000002,0.6139555555555556,0.1614677777777778,0.14317444444444444,-0.0651
12917.0,0.1,13.700000000000001,0.6341857142857144,0.16756,0.14956999999999998,-0.06985714285714285
12917.0,0.1,14.0,0.6729000000000002,0.17227857142857142,0.15427857142857143,-0.07640000000000001
12917.0,0.1,14.299999999999999,0.6730999999999999,0.1779657142857143,0.16038142857142854,-0.07734285714285714
12917.0,0.1,14.599999999999998,0.6898857142857142,0.18259571428571428,0.16517571428571426,-0.08018571428571429
12917.0,0.1,14.900000000000002,0.7082714285714286,0.18813142857142856,0.17088,-0.08320000000000001
12917.0,0.1,15.200000000000001,0.7439999999999999,0.19114,0.17379,-0.08840000000000002
12917.0,0.1,15.5,0.7595999999999999,0.19546,0.1782511111111111,-0.0907
12917.0,0.1,15.799999999999999,0.7514857142857144,0.20047142857142855,0.18366285714285716,-0.0896
12917.0,0.1,16.099999999999998,0.793,0.20562,0.1887,-0.0956
12917.0,0.1,16.4,0.8068,0.20953,0.19272,-0.0975
12917.0,0.1,16.7,0.8209999999999998,0.21374,0.19704999999999998,-0.09950000000000002
12917.0,0.1,17.0,0.8352999999999999,0.21808,0.20154,-0.1014
12917.0,0.1,17.3,0.8473,0.22129,0.20486,-0.10300000000000001
12917.0,0.1,17.6,0.8587,0.22435999999999998,0.20800999999999997,-0.1046
12917.0,0.1,17.9,0.8710000000000001,0.22797,0.21172,-0.10630000000000002
12917.0,0.1,18.2,0.8847000000000002,0.23247,0.21633,-0.1082
12917.0,0.1,18.5,0.9000999999999999,0.23788,0.22189,-0.1103
12917.0,0.1,18.8,0.9087,0.23962,0.22369,-0.1116
12917.0,0.1,19.1,0.9212,0.24369999999999997,0.22786999999999996,-0.1135
12917.0,0.1,19.4,0.9350000000000002,0.24851,0.23278,-0.1153
12917.0,0.1,19.7,1.7036333333333333,0.21222833333333332,0.19566666666666666,-0.2779333333333333
16875.0,0.1,-9.7,-0.0794,0.09838,0.0847,-0.0372
16875.0,0.1,-9.4,-0.0702,0.09528,0.08165,-0.0379
16875.0,0.1,-9.1,-0.06110000000000001,0.09224,0.07864,-0.0386
16875.0,0.1,-8.8,-0.0522,0.08929,0.07573,-0.0392
16875.0,0.1,-8.5,-0.0435,0.0864,0.07287,-0.0398
16875.0,0.1,-8.2,-0.0351,0.08355,0.07007,-0.0403
16875.0,0.1,-7.3,-0.0381,0.07848,0.06529,-0.035
16875.0,0.1,-7.0,-0.1428,0.08683,0.07431,-0.0125
16875.0,0.1,-6.7,-0.2163,0.09019,0.07817,-0.0037
16875.0,0.1,-6.4,-0.2655,0.09049499999999999,0.07888,-0.0007
16875.0,0.1,-6.099999999999999,-0.3047,0.08949,0.0782,0.0014
16875.0,0.1,-5.8,-0.3421,0.08808,0.07712,0.0041
16875.0,0.1,-5.5,-0.38,0.08629,0.07563,0.0063
16875.0,0.1,-5.2,-0.3998,0.08316,0.07266500000000001,0.0065
16875.0,0.1,-4.9,-0.4191,0.07982,0.06947,0.0063
16875.0,0.1,-4.3,-0.4369,0.07198,0.06168,0.0034
16875.0,0.1,-3.7,-0.4235,0.06329,0.05267,-0.002
16875.0,0.1,-3.4,-0.408,0.05931,0.04846,-0.0037
16875.0,0.1,-3.1,-0.38789999999999997,0.05551999999999999,0.04437,-0.0058
16875.0,0.1,-2.7999999999999994,-0.3635,0.05199,0.04046,-0.008
16875.0,0.1,-2.2,-0.3098,0.04623,0.03411,-0.0092
16875.0,0.1,-1.9,-0.2842,0.0438,0.03159,-0.0081
16875.0,0.1,-1.3,-0.1372,0.03557,0.02342,-0.0253
16875.0,0.1,-1.0,-0.1058,0.03585,0.02207,-0.028
16875.0,0.1,-0.7,-0.0828,0.03636,0.02172,-0.0278
16875.0,0.1,-0.4,-0.0613,0.03696,0.02166,-0.0273
16875.0,0.1,0.19999999999999998,-0.0202,0.03838,0.02206,-0.0261
16875.0,0.1,0.5,-0.0003,0.039200000000000006,0.02248,-0.025600000000000005
16875.0,0.1,0.7999999999999999,0.0193,0.04011,0.02303,-0.0251
16875.0,0.1,1.0999999999999999,0.0386,0.0411,0.0237,-0.0247
16875.0,0.1,1.4,0.05739999999999999,0.04217,0.0245,-0.0243
16875.0,0.1,1.6999999999999997,0.07579999999999999,0.043329999999999994,0.025430000000000005,-0.023999999999999997
16875.0,0.1,2.0,0.0938,0.044590000000000005,0.02648,-0.0238
16875.0,0.1,2.3000000000000003,0.11139999999999999,0.04595,0.027650000000000004,-0.0237
16875.0,0.1,2.6,0.12850000000000003,0.0474,0.028959999999999996,-0.0237
16875.0,0.1,2.8999999999999995,0.1452,0.04896,0.030379999999999997,-0.0237
16875.0,0.1,3.1999999999999997,0.1615,0.05062,0.03194,-0.023800000000000005
16875.0,0.1,3.5,0.1771,0.05239,0.03361999999999999,-0.023999999999999997
16875.0,0.1,3.8000000000000003,0.1926,0.054259999999999996,0.03542,-0.0243
16875.0,0.1,4.1000000000000005,0.2076,0.05623,0.03733000000000001,-0.0247
16875.0,0.1,4.3999999999999995,0.22249999999999998,0.05829,0.03935,-0.025100000000000004
16875.0,0.1,4.7,0.23689999999999997,0.06044000000000001,0.04147,-0.0256
16875.0,0.1,5.0,0.2511999999999999,0.06268,0.04369,-0.0262
16875.0,0.1,5.3,0.2655,0.06499,0.04599999999999999,-0.026799999999999997
16875.0,0.1,5.6000000000000005,0.2795,0.06737,0.04837000000000001,-0.027400000000000004
16875.0,0.1,5.9,0.2935,0.06983,0.05084999999999999,-0.028100000000000003
16875.0,0.1,6.2,0.30739999999999995,0.07234,0.05337999999999999,-0.028799999999999996
16875.0,0.1,6.5,0.3213,0.07494,0.05601,-0.029600000000000008
16875.0,0.1,6.8,0.335,0.07759,0.058699999999999995,-0.030299999999999997
16875.0,0.1,7.1000000000000005,0.3487,0.08031,0.06147000000000001,-0.031200000000000002
16875.0,0.1,7.3999999999999995,0.36229999999999996,0.08306999999999999,0.06430000000000001,-0.032
16875.0,0.1,7.700000000000001,0.3756,0.08592,0.06722,-0.03289999999999999
16875.0,0.1,8.0,0.389,0.08883,0.07021,-0.0338
16875.0,0.1,8.299999999999999,0.40209999999999996,0.0918,0.07328,-0.0348
16875.0,0.1,8.6,0.41509999999999997,0.09485,0.07643,-0.0358
16875.0,0.1,8.9,0.4278,0.09797,0.07967,-0.0368
16875.0,0.1,9.200000000000001,0.44039999999999996,0.10117,0.08299,-0.037899999999999996
16875.0,0.1,9.5,0.4527999999999999,0.10445000000000002,0.08638999999999998,-0.0391
16875.0,0.1,9.799999999999999,0.4651,0.10780999999999999,0.08989000000000001,-0.0403
16875.0,0.1,10.1,0.4769999999999999,0.11125,0.09348,-0.0416
16875.0,0.1,10.4,0.4887000000000001,0.11478999999999998,0.09718000000000002,-0.04299999999999999
16875.0,0.1,10.7,0.5001,0.11843,0.10097,-0.0445
16875.0,0.1,11.0,0.5112,0.12215,0.10485999999999998,-0.04599999999999999
16875.0,0.1,11.299999999999999,0.5383,0.12881,0.11175,-0.05159999999999999
16875.0,0.1,11.599999999999998,0.5724,0.13643000000000002,0.11966999999999997,-0.058800000000000005
16875.0,0.1,11.9,0.6004,0.14306,0.12656,-0.0643
16875.0,0.1,12.200000000000001,0.6082571428571429,0.14904142857142855,0.13290714285714286,-0.06624285714285713
16875.0,0.1,12.5,0.6438,0.15396999999999997,0.1379,-0.0717
16875.0,0.1,12.799999999999999,0.6489875,0.15973500000000002,0.14396000000000003,-0.07263750000000001
16875.0,0.1,13.099999999999998,0.65085,0.1651225,0.1496425,-0.07285
16875.0,0.1,13.4,0.6922,0.1671,0.15148,-0.0783
16875.0,0.1,13.700000000000001,0.7100999999999998,0.17233,0.15684999999999996,-0.0806
